>HMT-748_16S000001 HMT-748 Campylobacter rectus
>HMT-343_16S003981 HMT-343 Achromobacter xylosoxidans
>HMT-275_16S003982 HMT-275 Porphyromonas sp. HMT-275
>HMT-291_16S003983 HMT-291 Prevotella denticola
>HMT-711_16S003984 HMT-711 Moraxella osloensis
>HMT-298_16S003985 HMT-298 Prevotella histicola
>HMT-619_16S003986 HMT-619 Porphyromonas gingivalis
>HMT-811_16S003987 HMT-811 Arcanobacterium haemolyticum
>HMT-889_16S003988 HMT-889 Bifidobacterium breve
>HMT-711_16S003989 HMT-711 Moraxella osloensis
>HMT-275_16S003990 HMT-275 Porphyromonas sp. HMT-275
>HMT-794_16S003991 HMT-794 Hallella multisaccharivorax
>HMT-291_16S003992 HMT-291 Prevotella denticola
>HMT-794_16S003993 HMT-794 Hallella multisaccharivorax
>HMT-477_16S003994 HMT-477 Stutzerimonas stutzeri
>HMT-711_16S003995 HMT-711 Moraxella osloensis
>HMT-313_16S003996 HMT-313 Prevotella jejuni
>HMT-785_16S003997 HMT-785 Porphyromonas uenonis
>HMT-619_16S003998 HMT-619 Porphyromonas gingivalis
>HMT-828_16S003999 HMT-828 Bordetella pertussis
>HMT-343_16S004000 HMT-343 Achromobacter xylosoxidans
>HMT-343_16S004001 HMT-343 Achromobacter xylosoxidans
>HMT-024_16S004002 HMT-024 Schlegelella thermodepolymerans
>HMT-588_16S004003 HMT-588 Bifidobacterium dentium
>HMT-022_16S004004 HMT-022 Lautropia mirabilis
>HMT-291_16S004005 HMT-291 Prevotella denticola
>HMT-291_16S004006 HMT-291 Prevotella denticola
>HMT-291_16S004007 HMT-291 Prevotella denticola
>HMT-968_16S004008 HMT-968 Bacteroides ovatus
>HMT-714_16S004009 HMT-714 Prevotella pallens
>HMT-786_16S004010 HMT-786 Paenibacillus phoenicis
>HMT-279_16S004011 HMT-279 Porphyromonas pasteri
>HMT-027_16S004012 HMT-027 Cupriavidus gilardii
>HMT-291_16S004013 HMT-291 Prevotella denticola
>HMT-291_16S004014 HMT-291 Prevotella denticola
>HMT-717_16S004015 HMT-717 Variovorax paradoxus
>HMT-711_16S004016 HMT-711 Moraxella osloensis
>HMT-711_16S004017 HMT-711 Moraxella osloensis
>HMT-291_16S004018 HMT-291 Prevotella denticola
>HMT-291_16S004019 HMT-291 Prevotella denticola
>HMT-291_16S004020 HMT-291 Prevotella denticola
>HMT-288_16S004021 HMT-288 Segatella oulorum
>HMT-298_16S004022 HMT-298 Prevotella histicola
>HMT-343_16S004023 HMT-343 Achromobacter xylosoxidans
>HMT-343_16S004024 HMT-343 Achromobacter xylosoxidans
>HMT-968_16S004025 HMT-968 Bacteroides ovatus
>HMT-619_16S004026 HMT-619 Porphyromonas gingivalis
>HMT-288_16S004027 HMT-288 Segatella oulorum
>HMT-619_16S004028 HMT-619 Porphyromonas gingivalis
>HMT-711_16S004029 HMT-711 Moraxella osloensis
>HMT-714_16S004030 HMT-714 Prevotella pallens
>HMT-024_16S004031 HMT-024 Schlegelella thermodepolymerans
>HMT-619_16S004032 HMT-619 Porphyromonas gingivalis
>HMT-291_16S004033 HMT-291 Prevotella denticola
>HMT-275_16S004034 HMT-275 Porphyromonas sp. HMT-275
>HMT-828_16S004035 HMT-828 Bordetella pertussis
>HMT-291_16S004036 HMT-291 Prevotella denticola
>HMT-717_16S004037 HMT-717 Variovorax paradoxus
>HMT-714_16S004038 HMT-714 Prevotella pallens
>HMT-705_16S004039 HMT-705 Hoylesella oralis
>HMT-619_16S004040 HMT-619 Porphyromonas gingivalis
>HMT-096_16S004041 HMT-096 Lachnospiraceae [G2] bacterium HMT-096
>HMT-343_16S004042 HMT-343 Achromobacter xylosoxidans
>HMT-588_16S004043 HMT-588 Bifidobacterium dentium
>HMT-711_16S004044 HMT-711 Moraxella osloensis
>HMT-794_16S004045 HMT-794 Hallella multisaccharivorax
>HMT-714_16S004046 HMT-714 Prevotella pallens
>HMT-711_16S004047 HMT-711 Moraxella osloensis
>HMT-974_16S004048 HMT-974 Parabacteroides merdae
>HMT-714_16S004049 HMT-714 Prevotella pallens
>HMT-279_16S004050 HMT-279 Porphyromonas pasteri
>HMT-409_16S004051 HMT-409 Lautropia dentalis
>HMT-343_16S004052 HMT-343 Achromobacter xylosoxidans
>HMT-811_16S004053 HMT-811 Arcanobacterium haemolyticum
>HMT-291_16S004054 HMT-291 Prevotella denticola
>HMT-298_16S004055 HMT-298 Prevotella histicola
>HMT-343_16S004056 HMT-343 Achromobacter xylosoxidans
>HMT-291_16S004057 HMT-291 Prevotella denticola
>HMT-291_16S004058 HMT-291 Prevotella denticola
>HMT-343_16S004059 HMT-343 Achromobacter xylosoxidans
>HMT-978_16S004060 HMT-978 Phocaeicola vulgatus
>HMT-297_16S004061 HMT-297 Acinetobacter johnsonii
>HMT-469_16S004062 HMT-469 Prevotella melaninogenica
>HMT-291_16S004063 HMT-291 Prevotella denticola
>HMT-711_16S004064 HMT-711 Moraxella osloensis
>HMT-469_16S004065 HMT-469 Prevotella melaninogenica
>HMT-711_16S004066 HMT-711 Moraxella osloensis
>HMT-794_16S004067 HMT-794 Hallella multisaccharivorax
>HMT-317_16S004068 HMT-317 Hoylesella sp. HMT-317
>HMT-714_16S004069 HMT-714 Prevotella pallens
>HMT-571_16S004070 HMT-571 Burkholderia cepacia
>HMT-022_16S004071 HMT-022 Lautropia mirabilis
>HMT-022_16S004072 HMT-022 Lautropia mirabilis
>HMT-975_16S004073 HMT-975 Phocaeicola dorei
>HMT-466_16S004074 HMT-466 Alloprevotella tannerae
>HMT-291_16S004075 HMT-291 Prevotella denticola
>HMT-343_16S004076 HMT-343 Achromobacter xylosoxidans
>HMT-556_16S004077 HMT-556 Prevotella bivia
>HMT-711_16S004078 HMT-711 Moraxella osloensis
>HMT-291_16S004079 HMT-291 Prevotella denticola
>HMT-291_16S004080 HMT-291 Prevotella denticola
>HMT-343_16S004081 HMT-343 Achromobacter xylosoxidans
>HMT-974_16S004082 HMT-974 Parabacteroides merdae
>HMT-571_16S004083 HMT-571 Burkholderia cepacia
>HMT-027_16S004084 HMT-027 Cupriavidus gilardii
>HMT-343_16S004085 HMT-343 Achromobacter xylosoxidans
>HMT-410_16S004086 HMT-410 Prevotella sp. HMT-410
>HMT-291_16S004087 HMT-291 Prevotella denticola
>HMT-291_16S004088 HMT-291 Prevotella denticola
>HMT-469_16S004089 HMT-469 Prevotella melaninogenica
>HMT-291_16S004090 HMT-291 Prevotella denticola
>HMT-619_16S004091 HMT-619 Porphyromonas gingivalis
>HMT-974_16S004092 HMT-974 Parabacteroides merdae
>HMT-273_16S004093 HMT-273 Porphyromonas endodontalis
>HMT-711_16S004094 HMT-711 Moraxella osloensis
>HMT-343_16S004095 HMT-343 Achromobacter xylosoxidans
>HMT-811_16S004096 HMT-811 Arcanobacterium haemolyticum
>HMT-291_16S004097 HMT-291 Prevotella denticola
>HMT-343_16S004098 HMT-343 Achromobacter xylosoxidans
>HMT-279_16S004099 HMT-279 Porphyromonas pasteri
>HMT-976_16S004100 HMT-976 Phocaeicola massiliensis
>HMT-978_16S004101 HMT-978 Phocaeicola vulgatus
>HMT-972_16S004102 HMT-972 Bacteroides xylanisolvens
>HMT-096_16S004103 HMT-096 Lachnospiraceae [G2] bacterium HMT-096
>HMT-785_16S004104 HMT-785 Porphyromonas uenonis
>HMT-974_16S004105 HMT-974 Parabacteroides merdae
>HMT-469_16S004106 HMT-469 Prevotella melaninogenica
>HMT-386_16S004107 HMT-386 Anaerosphaera mikwangii
>HMT-096_16S004108 HMT-096 Lachnospiraceae [G2] bacterium HMT-096
>HMT-386_16S004109 HMT-386 Anaerosphaera mikwangii
>HMT-681_16S004110 HMT-681 Rothia mucilaginosa
>HMT-588_16S004111 HMT-588 Bifidobacterium dentium
>HMT-147_16S004112 HMT-147 Rothia mucilaginosa
>HMT-976_16S004113 HMT-976 Phocaeicola massiliensis
>HMT-811_16S004114 HMT-811 Arcanobacterium haemolyticum
>HMT-081_16S004115 HMT-081 Peptoanaerobacter sp. HMT-081
>HMT-711_16S004116 HMT-711 Moraxella osloensis
>HMT-797_16S004117 HMT-797 Prevotella amnii
>HMT-811_16S004118 HMT-811 Arcanobacterium haemolyticum
>HMT-681_16S004119 HMT-681 Rothia mucilaginosa
>HMT-828_16S004120 HMT-828 Bordetella pertussis
>HMT-658_16S004121 HMT-658 Hoylesella loescheii
>HMT-619_16S004122 HMT-619 Porphyromonas gingivalis
>HMT-924_16S004123 HMT-924 Lachnocurva vaginae
>HMT-081_16S004124 HMT-081 Peptoanaerobacter sp. HMT-081
>HMT-967_16S004125 HMT-967 Bacteroides caccae
>HMT-681_16S004126 HMT-681 Rothia mucilaginosa
>HMT-096_16S004127 HMT-096 Lachnospiraceae [G2] bacterium HMT-096
>HMT-081_16S004128 HMT-081 Peptoanaerobacter sp. HMT-081
>HMT-924_16S004129 HMT-924 Lachnocurva vaginae
>HMT-968_16S004130 HMT-968 Bacteroides ovatus
>HMT-797_16S004131 HMT-797 Prevotella amnii
>HMT-968_16S004132 HMT-968 Bacteroides ovatus
>HMT-924_16S004133 HMT-924 Lachnocurva vaginae
>HMT-399_16S004134 HMT-399 Nanogingivalis sp. HMT-399
>HMT-785_16S004135 HMT-785 Porphyromonas uenonis
>HMT-343_16S004136 HMT-343 Achromobacter xylosoxidans
>HMT-840_16S004137 HMT-840 Peptoniphilus indolicus
>HMT-547_16S004138 HMT-547 Porphyromonas asaccharolytica
>HMT-924_16S004139 HMT-924 Lachnocurva vaginae
>HMT-795_16S004140 HMT-795 Hoylesella shahii
>HMT-096_16S004141 HMT-096 Lachnospiraceae [G2] bacterium HMT-096
>HMT-027_16S004142 HMT-027 Cupriavidus gilardii
>HMT-297_16S004143 HMT-297 Acinetobacter johnsonii
>HMT-189_16S004144 HMT-189 Kocuria atrinae
>HMT-976_16S004145 HMT-976 Phocaeicola massiliensis
>HMT-978_16S004146 HMT-978 Phocaeicola vulgatus
>HMT-027_16S004147 HMT-027 Cupriavidus gilardii
>HMT-457_16S004148 HMT-457 Oribacterium sinus
>HMT-279_16S004149 HMT-279 Porphyromonas pasteri
>HMT-828_16S004150 HMT-828 Bordetella pertussis
>HMT-978_16S004151 HMT-978 Phocaeicola vulgatus
>HMT-198_16S004152 HMT-198 Alloscardovia omnicolens
>HMT-811_16S004153 HMT-811 Arcanobacterium haemolyticum
>HMT-943_16S004154 HMT-943 Prevotella aurantiaca
>HMT-343_16S004155 HMT-343 Achromobacter xylosoxidans
>HMT-681_16S004156 HMT-681 Rothia mucilaginosa
>HMT-970_16S004157 HMT-970 Bacteroides thetaiotaomicron
>HMT-970_16S004158 HMT-970 Bacteroides thetaiotaomicron
>HMT-787_16S004159 HMT-787 Bacteroides pyogenes
>HMT-681_16S004160 HMT-681 Rothia mucilaginosa
>HMT-665_16S004161 HMT-665 Hoylesella marshii
>HMT-386_16S004162 HMT-386 Anaerosphaera mikwangii
>HMT-681_16S004163 HMT-681 Rothia mucilaginosa
>HMT-096_16S004164 HMT-096 Lachnospiraceae [G2] bacterium HMT-096
>HMT-096_16S004165 HMT-096 Lachnospiraceae [G2] bacterium HMT-096
>HMT-023_16S004166 HMT-023 Delftia acidovorans
>HMT-279_16S004167 HMT-279 Porphyromonas pasteri
>HMT-976_16S004168 HMT-976 Phocaeicola massiliensis
>HMT-968_16S004169 HMT-968 Bacteroides ovatus
>HMT-081_16S004170 HMT-081 Peptoanaerobacter sp. HMT-081
>HMT-475_16S004171 HMT-475 Hoylesella sp. HMT-475
>HMT-968_16S004172 HMT-968 Bacteroides ovatus
>HMT-548_16S004173 HMT-548 Peptoniphilus asaccharolyticus
>HMT-297_16S004174 HMT-297 Acinetobacter johnsonii
>HMT-681_16S004175 HMT-681 Rothia mucilaginosa
>HMT-153_16S004176 HMT-153 Klebsiella aerogenes
>HMT-198_16S004177 HMT-198 Alloscardovia omnicolens
>HMT-924_16S004178 HMT-924 Lachnocurva vaginae
>HMT-475_16S004179 HMT-475 Hoylesella sp. HMT-475
>HMT-968_16S004180 HMT-968 Bacteroides ovatus
>HMT-096_16S004181 HMT-096 Lachnospiraceae [G2] bacterium HMT-096
>HMT-681_16S004182 HMT-681 Rothia mucilaginosa
>HMT-840_16S004183 HMT-840 Peptoniphilus indolicus
>HMT-024_16S004184 HMT-024 Schlegelella thermodepolymerans
>HMT-272_16S004185 HMT-272 Phocaeicola abscessus
>HMT-081_16S004186 HMT-081 Peptoanaerobacter sp. HMT-081
>HMT-970_16S004187 HMT-970 Bacteroides thetaiotaomicron
>HMT-811_16S004188 HMT-811 Arcanobacterium haemolyticum
>HMT-548_16S004189 HMT-548 Peptoniphilus asaccharolyticus
>HMT-681_16S004190 HMT-681 Rothia mucilaginosa
>HMT-169_16S004191 HMT-169 Actinomyces oris
>HMT-967_16S004192 HMT-967 Bacteroides caccae
>HMT-921_16S004193 HMT-921 Paenibacillus glucanolyticus
>HMT-976_16S004194 HMT-976 Phocaeicola massiliensis
>HMT-924_16S004195 HMT-924 Lachnocurva vaginae
>HMT-681_16S004196 HMT-681 Rothia mucilaginosa
>HMT-924_16S004197 HMT-924 Lachnocurva vaginae
>HMT-681_16S004198 HMT-681 Rothia mucilaginosa
>HMT-681_16S004199 HMT-681 Rothia mucilaginosa
>HMT-868_16S004200 HMT-868 Gardnerella swidsinskii
>HMT-113_16S004201 HMT-113 Peptoniphilaceae [G1] bacterium HMT-113
>HMT-970_16S004202 HMT-970 Bacteroides thetaiotaomicron
>HMT-567_16S004203 HMT-567 Staphylococcus caprae
>HMT-968_16S004204 HMT-968 Bacteroides ovatus
>HMT-681_16S004205 HMT-681 Rothia mucilaginosa
>HMT-378_16S004206 HMT-378 Prevotella micans
>HMT-556_16S004207 HMT-556 Prevotella bivia
>HMT-970_16S004208 HMT-970 Bacteroides thetaiotaomicron
>HMT-787_16S004209 HMT-787 Bacteroides pyogenes
>HMT-972_16S004210 HMT-972 Bacteroides xylanisolvens
>HMT-972_16S004211 HMT-972 Bacteroides xylanisolvens
>HMT-209_16S004212 HMT-209 Acidovorax ebreus
>HMT-739_16S004213 HMT-739 Arachnia propionica
>HMT-605_16S004214 HMT-605 Desulfovibrio fairfieldensis
>HMT-970_16S004215 HMT-970 Bacteroides thetaiotaomicron
>HMT-283_16S004216 HMT-283 Porphyromonas catoniae
>HMT-681_16S004217 HMT-681 Rothia mucilaginosa
>HMT-970_16S004218 HMT-970 Bacteroides thetaiotaomicron
>HMT-970_16S004219 HMT-970 Bacteroides thetaiotaomicron
>HMT-978_16S004220 HMT-978 Phocaeicola vulgatus
>HMT-968_16S004221 HMT-968 Bacteroides ovatus
>HMT-465_16S004222 HMT-465 Bacteroides zoogleoformans
>HMT-836_16S004223 HMT-836 Peptoniphilus lacrimalis
>HMT-970_16S004224 HMT-970 Bacteroides thetaiotaomicron
>HMT-586_16S004225 HMT-586 Parascardovia denticolens
>HMT-040_16S004226 HMT-040 Desulfovibrio sp. HMT-040
>HMT-787_16S004227 HMT-787 Bacteroides pyogenes
>HMT-630_16S004228 HMT-630 Bacteroides heparinolyticus
>HMT-968_16S004229 HMT-968 Bacteroides ovatus
>HMT-833_16S004230 HMT-833 Moraxella catarrhalis
>HMT-630_16S004231 HMT-630 Bacteroides heparinolyticus
>HMT-681_16S004232 HMT-681 Rothia mucilaginosa
>HMT-978_16S004233 HMT-978 Phocaeicola vulgatus
>HMT-970_16S004234 HMT-970 Bacteroides thetaiotaomicron
>HMT-978_16S004235 HMT-978 Phocaeicola vulgatus
>HMT-970_16S004236 HMT-970 Bacteroides thetaiotaomicron
>HMT-299_16S004237 HMT-299 Hoylesella nanceiensis
>HMT-209_16S004238 HMT-209 Acidovorax ebreus
>HMT-556_16S004239 HMT-556 Prevotella bivia
>HMT-967_16S004240 HMT-967 Bacteroides caccae
>HMT-556_16S004241 HMT-556 Prevotella bivia
>HMT-972_16S004242 HMT-972 Bacteroides xylanisolvens
>HMT-792_16S004243 HMT-792 Anaerococcus nagyae
>HMT-967_16S004244 HMT-967 Bacteroides caccae
>HMT-630_16S004245 HMT-630 Bacteroides heparinolyticus
>HMT-968_16S004246 HMT-968 Bacteroides ovatus
>HMT-978_16S004247 HMT-978 Phocaeicola vulgatus
>HMT-286_16S004248 HMT-286 Tannerella serpentiformis
>HMT-023_16S004249 HMT-023 Delftia acidovorans
>HMT-967_16S004250 HMT-967 Bacteroides caccae
>HMT-968_16S004251 HMT-968 Bacteroides ovatus
>HMT-833_16S004252 HMT-833 Moraxella catarrhalis
>HMT-972_16S004253 HMT-972 Bacteroides xylanisolvens
>HMT-972_16S004254 HMT-972 Bacteroides xylanisolvens
>HMT-972_16S004255 HMT-972 Bacteroides xylanisolvens
>HMT-833_16S004256 HMT-833 Moraxella catarrhalis
>HMT-586_16S004257 HMT-586 Parascardovia denticolens
>HMT-833_16S004258 HMT-833 Moraxella catarrhalis
>HMT-972_16S004259 HMT-972 Bacteroides xylanisolvens
>HMT-556_16S004260 HMT-556 Prevotella bivia
>HMT-681_16S004261 HMT-681 Rothia mucilaginosa
>HMT-209_16S004262 HMT-209 Acidovorax ebreus
>HMT-972_16S004263 HMT-972 Bacteroides xylanisolvens
>HMT-972_16S004264 HMT-972 Bacteroides xylanisolvens
>HMT-556_16S004265 HMT-556 Prevotella bivia
>HMT-047_16S004266 HMT-047 Corynebacterium jeikeium
>HMT-630_16S004267 HMT-630 Bacteroides heparinolyticus
>HMT-681_16S004268 HMT-681 Rothia mucilaginosa
>HMT-297_16S004269 HMT-297 Acinetobacter johnsonii
>HMT-399_16S004270 HMT-399 Nanogingivalis sp. HMT-399
>HMT-970_16S004271 HMT-970 Bacteroides thetaiotaomicron
>HMT-968_16S004272 HMT-968 Bacteroides ovatus
>HMT-968_16S004273 HMT-968 Bacteroides ovatus
>HMT-968_16S004274 HMT-968 Bacteroides ovatus
>HMT-972_16S004275 HMT-972 Bacteroides xylanisolvens
>HMT-970_16S004276 HMT-970 Bacteroides thetaiotaomicron
>HMT-209_16S004277 HMT-209 Acidovorax ebreus
>HMT-261_16S004278 HMT-261 Segetibacter aerophilus
>HMT-968_16S004279 HMT-968 Bacteroides ovatus
>HMT-978_16S004280 HMT-978 Phocaeicola vulgatus
>HMT-681_16S004281 HMT-681 Rothia mucilaginosa
>HMT-964_16S004282 HMT-964 Alistipes onderdonkii
>HMT-434_16S004283 HMT-434 Gemella haemolysans
>HMT-645_16S004284 HMT-645 Actinomyces israelii
>HMT-836_16S004285 HMT-836 Peptoniphilus lacrimalis
>HMT-833_16S004286 HMT-833 Moraxella catarrhalis
>HMT-972_16S004287 HMT-972 Bacteroides xylanisolvens
>HMT-811_16S004288 HMT-811 Arcanobacterium haemolyticum
>HMT-216_16S004289 HMT-216 Acidovorax temperans
>HMT-278_16S004290 HMT-278 Porphyromonas sp. HMT-278
>HMT-972_16S004291 HMT-972 Bacteroides xylanisolvens
>HMT-970_16S004292 HMT-970 Bacteroides thetaiotaomicron
>HMT-209_16S004293 HMT-209 Acidovorax ebreus
>HMT-556_16S004294 HMT-556 Prevotella bivia
>HMT-643_16S004295 HMT-643 Prevotella intermedia
>HMT-833_16S004296 HMT-833 Moraxella catarrhalis
>HMT-681_16S004297 HMT-681 Rothia mucilaginosa
>HMT-970_16S004298 HMT-970 Bacteroides thetaiotaomicron
>HMT-968_16S004299 HMT-968 Bacteroides ovatus
>HMT-972_16S004300 HMT-972 Bacteroides xylanisolvens
>HMT-681_16S004301 HMT-681 Rothia mucilaginosa
>HMT-970_16S004302 HMT-970 Bacteroides thetaiotaomicron
>HMT-870_16S004303 HMT-870 Nanogingivalis gingivitcus
>HMT-970_16S004304 HMT-970 Bacteroides thetaiotaomicron
>HMT-970_16S004305 HMT-970 Bacteroides thetaiotaomicron
>HMT-840_16S004306 HMT-840 Peptoniphilus indolicus
>HMT-147_16S004307 HMT-147 Rothia mucilaginosa
>HMT-681_16S004308 HMT-681 Rothia mucilaginosa
>HMT-299_16S004309 HMT-299 Hoylesella nanceiensis
>HMT-556_16S004310 HMT-556 Prevotella bivia
>HMT-972_16S004311 HMT-972 Bacteroides xylanisolvens
>HMT-534_16S004312 HMT-534 Granulicatella adiacens
>HMT-978_16S004313 HMT-978 Phocaeicola vulgatus
>HMT-047_16S004314 HMT-047 Corynebacterium jeikeium
>HMT-968_16S004315 HMT-968 Bacteroides ovatus
>HMT-681_16S004316 HMT-681 Rothia mucilaginosa
>HMT-833_16S004317 HMT-833 Moraxella catarrhalis
>HMT-833_16S004318 HMT-833 Moraxella catarrhalis
>HMT-596_16S004319 HMT-596 Granulicatella elegans
>HMT-968_16S004320 HMT-968 Bacteroides ovatus
>HMT-858_16S004321 HMT-858 Comamonas testosteroni
>HMT-970_16S004322 HMT-970 Bacteroides thetaiotaomicron
>HMT-888_16S004323 HMT-888 Actinomyces dentalis
>HMT-681_16S004324 HMT-681 Rothia mucilaginosa
>HMT-635_16S004325 HMT-635 Johnsonella ignava
>HMT-836_16S004326 HMT-836 Peptoniphilus lacrimalis
>HMT-972_16S004327 HMT-972 Bacteroides xylanisolvens
>HMT-833_16S004328 HMT-833 Moraxella catarrhalis
>HMT-968_16S004329 HMT-968 Bacteroides ovatus
>HMT-331_16S004330 HMT-331 Staphylococcus auricularis
>HMT-972_16S004331 HMT-972 Bacteroides xylanisolvens
>HMT-967_16S004332 HMT-967 Bacteroides caccae
>HMT-970_16S004333 HMT-970 Bacteroides thetaiotaomicron
>HMT-970_16S004334 HMT-970 Bacteroides thetaiotaomicron
>HMT-211_16S004335 HMT-211 Paenacidovorax caeni
>HMT-619_16S004336 HMT-619 Porphyromonas gingivalis
>HMT-968_16S004337 HMT-968 Bacteroides ovatus
>HMT-970_16S004338 HMT-970 Bacteroides thetaiotaomicron
>HMT-147_16S004339 HMT-147 Rothia mucilaginosa
>HMT-968_16S004340 HMT-968 Bacteroides ovatus
>HMT-968_16S004341 HMT-968 Bacteroides ovatus
>HMT-967_16S004342 HMT-967 Bacteroides caccae
>HMT-567_16S004343 HMT-567 Staphylococcus caprae
>HMT-619_16S004344 HMT-619 Porphyromonas gingivalis
>HMT-968_16S004345 HMT-968 Bacteroides ovatus
>HMT-833_16S004346 HMT-833 Moraxella catarrhalis
>HMT-045_16S004347 HMT-045 Alkalihalobacillus clausii
>HMT-972_16S004348 HMT-972 Bacteroides xylanisolvens
>HMT-299_16S004349 HMT-299 Hoylesella nanceiensis
>HMT-630_16S004350 HMT-630 Bacteroides heparinolyticus
>HMT-970_16S004351 HMT-970 Bacteroides thetaiotaomicron
>HMT-534_16S004352 HMT-534 Granulicatella adiacens
>HMT-047_16S004353 HMT-047 Corynebacterium jeikeium
>HMT-978_16S004354 HMT-978 Phocaeicola vulgatus
>HMT-047_16S004355 HMT-047 Corynebacterium jeikeium
>HMT-556_16S004356 HMT-556 Prevotella bivia
>HMT-216_16S004357 HMT-216 Acidovorax temperans
>HMT-894_16S004358 HMT-894 Ottowia sp. HMT-894
>HMT-209_16S004359 HMT-209 Acidovorax ebreus
>HMT-894_16S004360 HMT-894 Ottowia sp. HMT-894
>HMT-836_16S004361 HMT-836 Peptoniphilus lacrimalis
>HMT-978_16S004362 HMT-978 Phocaeicola vulgatus
>HMT-630_16S004363 HMT-630 Bacteroides heparinolyticus
>HMT-681_16S004364 HMT-681 Rothia mucilaginosa
>HMT-098_16S004365 HMT-098 Moraxella nonliquefaciens
>HMT-047_16S004366 HMT-047 Corynebacterium jeikeium
>HMT-787_16S004367 HMT-787 Bacteroides pyogenes
>HMT-846_16S004368 HMT-846 Gardnerella piotii
>HMT-681_16S004369 HMT-681 Rothia mucilaginosa
>HMT-972_16S004370 HMT-972 Bacteroides xylanisolvens
>HMT-969_16S004371 HMT-969 Bacteroides stercoris
>HMT-825_16S004372 HMT-825 Listeria monocytogenes
>HMT-619_16S004373 HMT-619 Porphyromonas gingivalis
>HMT-859_16S004374 HMT-859 Anaerococcus lactolyticus
>HMT-619_16S004375 HMT-619 Porphyromonas gingivalis
>HMT-968_16S004376 HMT-968 Bacteroides ovatus
>HMT-209_16S004377 HMT-209 Acidovorax ebreus
>HMT-967_16S004378 HMT-967 Bacteroides caccae
>HMT-681_16S004379 HMT-681 Rothia mucilaginosa
>HMT-846_16S004380 HMT-846 Gardnerella piotii
>HMT-399_16S004381 HMT-399 Nanogingivalis sp. HMT-399
>HMT-978_16S004382 HMT-978 Phocaeicola vulgatus
>HMT-978_16S004383 HMT-978 Phocaeicola vulgatus
>HMT-972_16S004384 HMT-972 Bacteroides xylanisolvens
>HMT-833_16S004385 HMT-833 Moraxella catarrhalis
>HMT-739_16S004386 HMT-739 Arachnia propionica
>HMT-978_16S004387 HMT-978 Phocaeicola vulgatus
>HMT-681_16S004388 HMT-681 Rothia mucilaginosa
>HMT-017_16S004389 HMT-017 Anaerococcus octavius
>HMT-971_16S004390 HMT-971 Bacteroides uniformis
>HMT-967_16S004391 HMT-967 Bacteroides caccae
>HMT-188_16S004392 HMT-188 Rothia aeria
>HMT-711_16S004393 HMT-711 Moraxella osloensis
>HMT-978_16S004394 HMT-978 Phocaeicola vulgatus
>HMT-967_16S004395 HMT-967 Bacteroides caccae
>HMT-965_16S004396 HMT-965 Alistipes putredinis
>HMT-328_16S004397 HMT-328 Corynebacterium mastitidis
>HMT-098_16S004398 HMT-098 Moraxella nonliquefaciens
>HMT-967_16S004399 HMT-967 Bacteroides caccae
>HMT-978_16S004400 HMT-978 Phocaeicola vulgatus
>HMT-846_16S004401 HMT-846 Gardnerella piotii
>HMT-299_16S004402 HMT-299 Hoylesella nanceiensis
>HMT-978_16S004403 HMT-978 Phocaeicola vulgatus
>HMT-978_16S004404 HMT-978 Phocaeicola vulgatus
>HMT-787_16S004405 HMT-787 Bacteroides pyogenes
>HMT-681_16S004406 HMT-681 Rothia mucilaginosa
>HMT-978_16S004407 HMT-978 Phocaeicola vulgatus
>HMT-831_16S004408 HMT-831 Alloiococcus otitis
>HMT-978_16S004409 HMT-978 Phocaeicola vulgatus
>HMT-972_16S004410 HMT-972 Bacteroides xylanisolvens
>HMT-681_16S004411 HMT-681 Rothia mucilaginosa
>HMT-587_16S004412 HMT-587 Rothia dentocariosa
>HMT-967_16S004413 HMT-967 Bacteroides caccae
>HMT-833_16S004414 HMT-833 Moraxella catarrhalis
>HMT-977_16S004415 HMT-977 Phocaeicola plebeius
>HMT-978_16S004416 HMT-978 Phocaeicola vulgatus
>HMT-970_16S004417 HMT-970 Bacteroides thetaiotaomicron
>HMT-739_16S004418 HMT-739 Arachnia propionica
>HMT-829_16S004419 HMT-829 Gardnerella vaginalis
>HMT-978_16S004420 HMT-978 Phocaeicola vulgatus
>HMT-977_16S004421 HMT-977 Phocaeicola plebeius
>HMT-846_16S004422 HMT-846 Gardnerella piotii
>HMT-791_16S004423 HMT-791 Cutibacterium namnetense
>HMT-073_16S004424 HMT-073 Streptococcus australis
>HMT-087_16S004425 HMT-087 Micrococcus luteus
>HMT-978_16S004426 HMT-978 Phocaeicola vulgatus
>HMT-833_16S004428 HMT-833 Moraxella catarrhalis
>HMT-681_16S004429 HMT-681 Rothia mucilaginosa
>HMT-846_16S004430 HMT-846 Gardnerella piotii
>HMT-096_16S004431 HMT-096 Lachnospiraceae [G2] bacterium HMT-096
>HMT-587_16S004432 HMT-587 Rothia dentocariosa
>HMT-299_16S004433 HMT-299 Hoylesella nanceiensis
>HMT-978_16S004434 HMT-978 Phocaeicola vulgatus
>HMT-978_16S004435 HMT-978 Phocaeicola vulgatus
>HMT-017_16S004436 HMT-017 Anaerococcus octavius
>HMT-071_16S004437 HMT-071 Streptococcus oralis
>HMT-411_16S004438 HMT-411 Streptococcus parasanguinis
>HMT-073_16S004439 HMT-073 Streptococcus australis
